image_id,image_filename,image_path,name,caption,types,genus,generation
159,159_croconaw.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/159_croconaw.png,croconaw,water-type big jaw pokemon,water,Big Jaw Pokémon,generation-ii
160,160_feraligatr.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/160_feraligatr.png,feraligatr,water-type big jaw pokemon,water,Big Jaw Pokémon,generation-ii
161,161_sentret.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/161_sentret.png,sentret,normal-type scout pokemon,normal,Scout Pokémon,generation-ii
162,162_furret.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/162_furret.png,furret,normal-type long body pokemon,normal,Long Body Pokémon,generation-ii
163,163_hoothoot.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/163_hoothoot.png,hoothoot,normal and flying-type owl pokemon,"normal, flying",Owl Pokémon,generation-ii
164,164_noctowl.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/164_noctowl.png,noctowl,normal and flying-type owl pokemon,"normal, flying",Owl Pokémon,generation-ii
165,165_ledyba.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/165_ledyba.png,ledyba,bug and flying-type five star pokemon,"bug, flying",Five Star Pokémon,generation-ii
166,166_ledian.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/166_ledian.png,ledian,bug and flying-type five star pokemon,"bug, flying",Five Star Pokémon,generation-ii
167,167_spinarak.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/167_spinarak.png,spinarak,bug and poison-type string spit pokemon,"bug, poison",String Spit Pokémon,generation-ii
168,168_ariados.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/168_ariados.png,ariados,bug and poison-type long leg pokemon,"bug, poison",Long Leg Pokémon,generation-ii
169,169_crobat.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/169_crobat.png,crobat,poison and flying-type bat pokemon,"poison, flying",Bat Pokémon,generation-ii
170,170_chinchou.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/170_chinchou.png,chinchou,water and electric-type angler pokemon,"water, electric",Angler Pokémon,generation-ii
171,171_lanturn.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/171_lanturn.png,lanturn,water and electric-type light pokemon,"water, electric",Light Pokémon,generation-ii
172,172_pichu.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/172_pichu.png,pichu,electric-type tiny mouse pokemon,electric,Tiny Mouse Pokémon,generation-ii
173,173_cleffa.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/173_cleffa.png,cleffa,fairy-type star shape pokemon,fairy,Star Shape Pokémon,generation-ii
174,174_igglybuff.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/174_igglybuff.png,igglybuff,normal and fairy-type balloon pokemon,"normal, fairy",Balloon Pokémon,generation-ii
175,175_togepi.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/175_togepi.png,togepi,fairy-type spike ball pokemon,fairy,Spike Ball Pokémon,generation-ii
176,176_togetic.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/176_togetic.png,togetic,fairy and flying-type happiness pokemon,"fairy, flying",Happiness Pokémon,generation-ii
177,177_natu.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/177_natu.png,natu,psychic and flying-type tiny bird pokemon,"psychic, flying",Tiny Bird Pokémon,generation-ii
178,178_xatu.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/178_xatu.png,xatu,psychic and flying-type mystic pokemon,"psychic, flying",Mystic Pokémon,generation-ii
179,179_mareep.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/179_mareep.png,mareep,electric-type wool pokemon,electric,Wool Pokémon,generation-ii
180,180_flaaffy.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/180_flaaffy.png,flaaffy,electric-type wool pokemon,electric,Wool Pokémon,generation-ii
181,181_ampharos.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/181_ampharos.png,ampharos,electric-type light pokemon,electric,Light Pokémon,generation-ii
182,182_bellossom.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/182_bellossom.png,bellossom,grass-type flower pokemon,grass,Flower Pokémon,generation-ii
183,183_marill.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/183_marill.png,marill,water and fairy-type aqua mouse pokemon,"water, fairy",Aqua Mouse Pokémon,generation-ii
184,184_azumarill.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/184_azumarill.png,azumarill,water and fairy-type aqua rabbit pokemon,"water, fairy",Aqua Rabbit Pokémon,generation-ii
185,185_sudowoodo.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/185_sudowoodo.png,sudowoodo,rock-type imitation pokemon,rock,Imitation Pokémon,generation-ii
186,186_politoed.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/186_politoed.png,politoed,water-type frog pokemon,water,Frog Pokémon,generation-ii
187,187_hoppip.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/187_hoppip.png,hoppip,grass and flying-type cottonweed pokemon,"grass, flying",Cottonweed Pokémon,generation-ii
188,188_skiploom.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/188_skiploom.png,skiploom,grass and flying-type cottonweed pokemon,"grass, flying",Cottonweed Pokémon,generation-ii
189,189_jumpluff.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/189_jumpluff.png,jumpluff,grass and flying-type cottonweed pokemon,"grass, flying",Cottonweed Pokémon,generation-ii
190,190_aipom.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/190_aipom.png,aipom,normal-type long tail pokemon,normal,Long Tail Pokémon,generation-ii
191,191_sunkern.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/191_sunkern.png,sunkern,grass-type seed pokemon,grass,Seed Pokémon,generation-ii
192,192_sunflora.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/192_sunflora.png,sunflora,grass-type sun pokemon,grass,Sun Pokémon,generation-ii
193,193_yanma.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/193_yanma.png,yanma,bug and flying-type clear wing pokemon,"bug, flying",Clear Wing Pokémon,generation-ii
194,194_wooper.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/194_wooper.png,wooper,water and ground-type water fish pokemon,"water, ground",Water Fish Pokémon,generation-ii
195,195_quagsire.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/195_quagsire.png,quagsire,water and ground-type water fish pokemon,"water, ground",Water Fish Pokémon,generation-ii
196,196_espeon.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/196_espeon.png,espeon,psychic-type sun pokemon,psychic,Sun Pokémon,generation-ii
197,197_umbreon.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/197_umbreon.png,umbreon,dark-type moonlight pokemon,dark,Moonlight Pokémon,generation-ii
198,198_murkrow.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/198_murkrow.png,murkrow,dark and flying-type darkness pokemon,"dark, flying",Darkness Pokémon,generation-ii
199,199_slowking.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/199_slowking.png,slowking,water and psychic-type royal pokemon,"water, psychic",Royal Pokémon,generation-ii
200,200_misdreavus.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/200_misdreavus.png,misdreavus,ghost-type screech pokemon,ghost,Screech Pokémon,generation-ii
201,201_unown.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/201_unown.png,unown,psychic-type symbol pokemon,psychic,Symbol Pokémon,generation-ii
202,202_wobbuffet.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/202_wobbuffet.png,wobbuffet,psychic-type patient pokemon,psychic,Patient Pokémon,generation-ii
203,203_girafarig.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/203_girafarig.png,girafarig,normal and psychic-type long neck pokemon,"normal, psychic",Long Neck Pokémon,generation-ii
204,204_pineco.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/204_pineco.png,pineco,bug-type bagworm pokemon,bug,Bagworm Pokémon,generation-ii
205,205_forretress.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/205_forretress.png,forretress,bug and steel-type bagworm pokemon,"bug, steel",Bagworm Pokémon,generation-ii
206,206_dunsparce.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/206_dunsparce.png,dunsparce,normal-type land snake pokemon,normal,Land Snake Pokémon,generation-ii
207,207_gligar.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/207_gligar.png,gligar,ground and flying-type fly scorpion pokemon,"ground, flying",Fly Scorpion Pokémon,generation-ii
208,208_steelix.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/208_steelix.png,steelix,steel and ground-type iron snake pokemon,"steel, ground",Iron Snake Pokémon,generation-ii
209,209_snubbull.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/209_snubbull.png,snubbull,fairy-type fairy pokemon,fairy,Fairy Pokémon,generation-ii
210,210_granbull.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/210_granbull.png,granbull,fairy-type fairy pokemon,fairy,Fairy Pokémon,generation-ii
211,211_qwilfish.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/211_qwilfish.png,qwilfish,water and poison-type balloon pokemon,"water, poison",Balloon Pokémon,generation-ii
212,212_scizor.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/212_scizor.png,scizor,bug and steel-type pincer pokemon,"bug, steel",Pincer Pokémon,generation-ii
213,213_shuckle.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/213_shuckle.png,shuckle,bug and rock-type mold pokemon,"bug, rock",Mold Pokémon,generation-ii
214,214_heracross.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/214_heracross.png,heracross,bug and fighting-type single horn pokemon,"bug, fighting",Single Horn Pokémon,generation-ii
215,215_sneasel.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/215_sneasel.png,sneasel,dark and ice-type sharp claw pokemon,"dark, ice",Sharp Claw Pokémon,generation-ii
216,216_teddiursa.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/216_teddiursa.png,teddiursa,normal-type little bear pokemon,normal,Little Bear Pokémon,generation-ii
217,217_ursaring.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/217_ursaring.png,ursaring,normal-type hibernator pokemon,normal,Hibernator Pokémon,generation-ii
218,218_slugma.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/218_slugma.png,slugma,fire-type lava pokemon,fire,Lava Pokémon,generation-ii
219,219_magcargo.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/219_magcargo.png,magcargo,fire and rock-type lava pokemon,"fire, rock",Lava Pokémon,generation-ii
220,220_swinub.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/220_swinub.png,swinub,ice and ground-type pig pokemon,"ice, ground",Pig Pokémon,generation-ii
221,221_piloswine.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/221_piloswine.png,piloswine,ice and ground-type swine pokemon,"ice, ground",Swine Pokémon,generation-ii
222,222_corsola.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/222_corsola.png,corsola,water and rock-type coral pokemon,"water, rock",Coral Pokémon,generation-ii
223,223_remoraid.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/223_remoraid.png,remoraid,water-type jet pokemon,water,Jet Pokémon,generation-ii
224,224_octillery.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/224_octillery.png,octillery,water-type jet pokemon,water,Jet Pokémon,generation-ii
225,225_delibird.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/225_delibird.png,delibird,ice and flying-type delivery pokemon,"ice, flying",Delivery Pokémon,generation-ii
226,226_mantine.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/226_mantine.png,mantine,water and flying-type kite pokemon,"water, flying",Kite Pokémon,generation-ii
227,227_skarmory.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/227_skarmory.png,skarmory,steel and flying-type armor bird pokemon,"steel, flying",Armor Bird Pokémon,generation-ii
228,228_houndour.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/228_houndour.png,houndour,dark and fire-type dark pokemon,"dark, fire",Dark Pokémon,generation-ii
229,229_houndoom.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/229_houndoom.png,houndoom,dark and fire-type dark pokemon,"dark, fire",Dark Pokémon,generation-ii
230,230_kingdra.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/230_kingdra.png,kingdra,water and dragon-type dragon pokemon,"water, dragon",Dragon Pokémon,generation-ii
231,231_phanpy.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/231_phanpy.png,phanpy,ground-type long nose pokemon,ground,Long Nose Pokémon,generation-ii
232,232_donphan.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/232_donphan.png,donphan,ground-type armor pokemon,ground,Armor Pokémon,generation-ii
233,233_porygon2.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/233_porygon2.png,porygon2,normal-type virtual pokemon,normal,Virtual Pokémon,generation-ii
234,234_stantler.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/234_stantler.png,stantler,normal-type big horn pokemon,normal,Big Horn Pokémon,generation-ii
235,235_smeargle.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/235_smeargle.png,smeargle,normal-type painter pokemon,normal,Painter Pokémon,generation-ii
236,236_tyrogue.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/236_tyrogue.png,tyrogue,fighting-type scuffle pokemon,fighting,Scuffle Pokémon,generation-ii
237,237_hitmontop.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/237_hitmontop.png,hitmontop,fighting-type handstand pokemon,fighting,Handstand Pokémon,generation-ii
238,238_smoochum.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/238_smoochum.png,smoochum,ice and psychic-type kiss pokemon,"ice, psychic",Kiss Pokémon,generation-ii
239,239_elekid.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/239_elekid.png,elekid,electric-type electric pokemon,electric,Electric Pokémon,generation-ii
240,240_magby.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/240_magby.png,magby,fire-type live coal pokemon,fire,Live Coal Pokémon,generation-ii
241,241_miltank.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/241_miltank.png,miltank,normal-type milk cow pokemon,normal,Milk Cow Pokémon,generation-ii
242,242_blissey.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/242_blissey.png,blissey,normal-type happiness pokemon,normal,Happiness Pokémon,generation-ii
243,243_raikou.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/243_raikou.png,raikou,electric-type thunder pokemon,electric,Thunder Pokémon,generation-ii
244,244_entei.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/244_entei.png,entei,fire-type volcano pokemon,fire,Volcano Pokémon,generation-ii
245,245_suicune.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/245_suicune.png,suicune,water-type aurora pokemon,water,Aurora Pokémon,generation-ii
246,246_larvitar.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/246_larvitar.png,larvitar,rock and ground-type rock skin pokemon,"rock, ground",Rock Skin Pokémon,generation-ii
247,247_pupitar.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/247_pupitar.png,pupitar,rock and ground-type hard shell pokemon,"rock, ground",Hard Shell Pokémon,generation-ii
248,248_tyranitar.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/248_tyranitar.png,tyranitar,rock and dark-type armor pokemon,"rock, dark",Armor Pokémon,generation-ii
249,249_lugia.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/249_lugia.png,lugia,psychic and flying-type diving pokemon,"psychic, flying",Diving Pokémon,generation-ii
250,250_ho-oh.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/250_ho-oh.png,ho-oh,fire and flying-type rainbow pokemon,"fire, flying",Rainbow Pokémon,generation-ii
251,251_celebi.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/251_celebi.png,celebi,psychic and grass-type time travel pokemon,"psychic, grass",Time Travel Pokémon,generation-ii
252,252_treecko.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/252_treecko.png,treecko,grass-type wood gecko pokemon,grass,Wood Gecko Pokémon,generation-iii
253,253_grovyle.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/253_grovyle.png,grovyle,grass-type wood gecko pokemon,grass,Wood Gecko Pokémon,generation-iii
254,254_sceptile.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/254_sceptile.png,sceptile,grass-type forest pokemon,grass,Forest Pokémon,generation-iii
255,255_torchic.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/255_torchic.png,torchic,fire-type chick pokemon,fire,Chick Pokémon,generation-iii
256,256_combusken.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/256_combusken.png,combusken,fire and fighting-type young fowl pokemon,"fire, fighting",Young Fowl Pokémon,generation-iii
257,257_blaziken.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/257_blaziken.png,blaziken,fire and fighting-type blaze pokemon,"fire, fighting",Blaze Pokémon,generation-iii
258,258_mudkip.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/258_mudkip.png,mudkip,water-type mud fish pokemon,water,Mud Fish Pokémon,generation-iii
259,259_marshtomp.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/259_marshtomp.png,marshtomp,water and ground-type mud fish pokemon,"water, ground",Mud Fish Pokémon,generation-iii
260,260_swampert.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/260_swampert.png,swampert,water and ground-type mud fish pokemon,"water, ground",Mud Fish Pokémon,generation-iii
261,261_poochyena.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/261_poochyena.png,poochyena,dark-type bite pokemon,dark,Bite Pokémon,generation-iii
262,262_mightyena.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/262_mightyena.png,mightyena,dark-type bite pokemon,dark,Bite Pokémon,generation-iii
263,263_zigzagoon.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/263_zigzagoon.png,zigzagoon,normal-type tiny raccoon pokemon,normal,Tiny Raccoon Pokémon,generation-iii
264,264_linoone.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/264_linoone.png,linoone,normal-type rushing pokemon,normal,Rushing Pokémon,generation-iii
265,265_wurmple.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/265_wurmple.png,wurmple,bug-type worm pokemon,bug,Worm Pokémon,generation-iii
266,266_silcoon.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/266_silcoon.png,silcoon,bug-type cocoon pokemon,bug,Cocoon Pokémon,generation-iii
267,267_beautifly.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/267_beautifly.png,beautifly,bug and flying-type butterfly pokemon,"bug, flying",Butterfly Pokémon,generation-iii
268,268_cascoon.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/268_cascoon.png,cascoon,bug-type cocoon pokemon,bug,Cocoon Pokémon,generation-iii
269,269_dustox.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/269_dustox.png,dustox,bug and poison-type poison moth pokemon,"bug, poison",Poison Moth Pokémon,generation-iii
270,270_lotad.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/270_lotad.png,lotad,water and grass-type water weed pokemon,"water, grass",Water Weed Pokémon,generation-iii
271,271_lombre.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/271_lombre.png,lombre,water and grass-type jolly pokemon,"water, grass",Jolly Pokémon,generation-iii
272,272_ludicolo.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/272_ludicolo.png,ludicolo,water and grass-type carefree pokemon,"water, grass",Carefree Pokémon,generation-iii
273,273_seedot.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/273_seedot.png,seedot,grass-type acorn pokemon,grass,Acorn Pokémon,generation-iii
274,274_nuzleaf.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/274_nuzleaf.png,nuzleaf,grass and dark-type wily pokemon,"grass, dark",Wily Pokémon,generation-iii
275,275_shiftry.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/275_shiftry.png,shiftry,grass and dark-type wicked pokemon,"grass, dark",Wicked Pokémon,generation-iii
276,276_taillow.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/276_taillow.png,taillow,normal and flying-type tiny swallow pokemon,"normal, flying",Tiny Swallow Pokémon,generation-iii
277,277_swellow.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/277_swellow.png,swellow,normal and flying-type swallow pokemon,"normal, flying",Swallow Pokémon,generation-iii
278,278_wingull.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/278_wingull.png,wingull,water and flying-type seagull pokemon,"water, flying",Seagull Pokémon,generation-iii
279,279_pelipper.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/279_pelipper.png,pelipper,water and flying-type water bird pokemon,"water, flying",Water Bird Pokémon,generation-iii
280,280_ralts.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/280_ralts.png,ralts,psychic and fairy-type feeling pokemon,"psychic, fairy",Feeling Pokémon,generation-iii
281,281_kirlia.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/281_kirlia.png,kirlia,psychic and fairy-type emotion pokemon,"psychic, fairy",Emotion Pokémon,generation-iii
282,282_gardevoir.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/282_gardevoir.png,gardevoir,psychic and fairy-type embrace pokemon,"psychic, fairy",Embrace Pokémon,generation-iii
283,283_surskit.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/283_surskit.png,surskit,bug and water-type pond skater pokemon,"bug, water",Pond Skater Pokémon,generation-iii
284,284_masquerain.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/284_masquerain.png,masquerain,bug and flying-type eyeball pokemon,"bug, flying",Eyeball Pokémon,generation-iii
285,285_shroomish.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/285_shroomish.png,shroomish,grass-type mushroom pokemon,grass,Mushroom Pokémon,generation-iii
286,286_breloom.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/286_breloom.png,breloom,grass and fighting-type mushroom pokemon,"grass, fighting",Mushroom Pokémon,generation-iii
287,287_slakoth.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/287_slakoth.png,slakoth,normal-type slacker pokemon,normal,Slacker Pokémon,generation-iii
288,288_vigoroth.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/288_vigoroth.png,vigoroth,normal-type wild monkey pokemon,normal,Wild Monkey Pokémon,generation-iii
289,289_slaking.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/289_slaking.png,slaking,normal-type lazy pokemon,normal,Lazy Pokémon,generation-iii
290,290_nincada.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/290_nincada.png,nincada,bug and ground-type trainee pokemon,"bug, ground",Trainee Pokémon,generation-iii
291,291_ninjask.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/291_ninjask.png,ninjask,bug and flying-type ninja pokemon,"bug, flying",Ninja Pokémon,generation-iii
292,292_shedinja.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/292_shedinja.png,shedinja,bug and ghost-type shed pokemon,"bug, ghost",Shed Pokémon,generation-iii
293,293_whismur.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/293_whismur.png,whismur,normal-type whisper pokemon,normal,Whisper Pokémon,generation-iii
294,294_loudred.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/294_loudred.png,loudred,normal-type big voice pokemon,normal,Big Voice Pokémon,generation-iii
295,295_exploud.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/295_exploud.png,exploud,normal-type loud noise pokemon,normal,Loud Noise Pokémon,generation-iii
296,296_makuhita.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/296_makuhita.png,makuhita,fighting-type guts pokemon,fighting,Guts Pokémon,generation-iii
297,297_hariyama.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/297_hariyama.png,hariyama,fighting-type arm thrust pokemon,fighting,Arm Thrust Pokémon,generation-iii
298,298_azurill.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/298_azurill.png,azurill,normal and fairy-type polka dot pokemon,"normal, fairy",Polka Dot Pokémon,generation-iii
299,299_nosepass.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/299_nosepass.png,nosepass,rock-type compass pokemon,rock,Compass Pokémon,generation-iii
300,300_skitty.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/300_skitty.png,skitty,normal-type kitten pokemon,normal,Kitten Pokémon,generation-iii
301,301_delcatty.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/301_delcatty.png,delcatty,normal-type prim pokemon,normal,Prim Pokémon,generation-iii
302,302_sableye.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/302_sableye.png,sableye,dark and ghost-type darkness pokemon,"dark, ghost",Darkness Pokémon,generation-iii
303,303_mawile.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/303_mawile.png,mawile,steel and fairy-type deceiver pokemon,"steel, fairy",Deceiver Pokémon,generation-iii
304,304_aron.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/304_aron.png,aron,steel and rock-type iron armor pokemon,"steel, rock",Iron Armor Pokémon,generation-iii
305,305_lairon.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/305_lairon.png,lairon,steel and rock-type iron armor pokemon,"steel, rock",Iron Armor Pokémon,generation-iii
306,306_aggron.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/306_aggron.png,aggron,steel and rock-type iron armor pokemon,"steel, rock",Iron Armor Pokémon,generation-iii
307,307_meditite.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/307_meditite.png,meditite,fighting and psychic-type meditate pokemon,"fighting, psychic",Meditate Pokémon,generation-iii
308,308_medicham.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/308_medicham.png,medicham,fighting and psychic-type meditate pokemon,"fighting, psychic",Meditate Pokémon,generation-iii
309,309_electrike.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/309_electrike.png,electrike,electric-type lightning pokemon,electric,Lightning Pokémon,generation-iii
310,310_manectric.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/310_manectric.png,manectric,electric-type discharge pokemon,electric,Discharge Pokémon,generation-iii
311,311_plusle.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/311_plusle.png,plusle,electric-type cheering pokemon,electric,Cheering Pokémon,generation-iii
312,312_minun.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/312_minun.png,minun,electric-type cheering pokemon,electric,Cheering Pokémon,generation-iii
313,313_volbeat.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/313_volbeat.png,volbeat,bug-type firefly pokemon,bug,Firefly Pokémon,generation-iii
314,314_illumise.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/314_illumise.png,illumise,bug-type firefly pokemon,bug,Firefly Pokémon,generation-iii
